abstract,cleaned_abstract,topic
"Systems and methods include implementing a remote machine learning service that collects digital event data; collecting incumbent digital threat scores generated by an incumbent machine learning model and successor digital threat scores generated by a successor digital threat machine learning (ML) model; implementing anomalous-shift-detection that detects whether the successor digital threat scores of the successor digital threat ML model produces an anomalous shift; if the anomalous shift is detected by the machine learning model validation system, blocking a deployment of the successor digital threat model to a live ensemble of digital threat scoring models; or if the anomalous shift is not detected by the machine learning model validation system, deploying the successor digital threat ML model by replacing the incumbent digital threat ML model in a live ensemble of digital threat scoring models with the successor digital threat ML model.",system method include implementing remote machine learning service collect digital event data collecting incumbent digital threat score generated incumbent machine learning model successor digital threat score generated successor digital threat machine learning model implementing anomalousshiftdetection detects whether successor digital threat score successor digital threat model produce anomalous shift anomalous shift detected machine learning model validation system blocking deployment successor digital threat model live ensemble digital threat scoring model anomalous shift detected machine learning model validation system deploying successor digital threat model replacing incumbent digital threat model live ensemble digital threat scoring model successor digital threat model,2
"A computer-implemented method of managing security services for one or more cloud computing platforms is disclosed. The method comprises receiving, by a main controller, a security policy from a client device, the client device being associated with a set of computing applications hosted by one or more independent, private virtual clusters on one or more cloud computing platforms, the main controller residing outside the one or more virtual clusters, each of the one or more virtual clusters to be served by a security gateway system residing within the one or more cloud computing platforms, the security policy indicating how threat intelligence data is to be applied to the set of computing applications with respect to a plurality of application scopes; receiving application data from the client device, the application data indicating whether a specific computing application of the set of computing applications has one or more application properties of a plurality of application properties, the plurality of application properties corresponding to the plurality of application scopes, the one or more application properties including a functional attribute related to a function of the specific computing application, obtaining a piece of threat intelligence data from a data source; mapping the piece of threat intelligence data to the plurality of application scopes; determining to which of the one or more security gateway systems to send the piece of threat intelligence data based on the security policy; transmitting the piece of threat intelligence data to at least one of the one or more security gateway systems based on the determining.",computerimplemented method managing security service one cloud computing platform disclosed method comprises receiving main controller security policy client device client device associated set computing application hosted one independent private virtual cluster one cloud computing platform main controller residing outside one virtual cluster one virtual cluster served security gateway system residing within one cloud computing platform security policy indicating threat intelligence data applied set computing application respect plurality application scope receiving application data client device application data indicating whether specific computing application set computing application one application property plurality application property plurality application property corresponding plurality application scope one application property including functional attribute related function specific computing application obtaining piece threat intelligence data data source mapping piece threat intelligence data plurality application scope determining one security gateway system send piece threat intelligence data based security policy transmitting piece threat intelligence data least one one security gateway system based determining,2
"The invention relates to an API-based anti-harassment outbound method. The anti-harassment outbound method comprises the following steps that S1, an AI outbound unit initiates an outbound request to a line provider unit through a sip protocol; S2, after receiving the request, the line provider unit calls an anti-harassment outbound API stored in an outbound API unit for detection; and S3, if detection is passed, an outbound signaling is forwarded to continue to call the called party, if the detection is not passed, the call is ended, and a call failure and blacklist state code are returned to the calling party. According to the technical scheme provided by the invention, before a line manufacturer receives the call signaling and forwards the call signaling, the anti-harassment detection API is called firstly, if the detection is not passed, the call is directly terminated, and the blacklist state code is returned to the calling party, so that line resources of the line manufacturer can be prevented from being complained, marked and blacklisted through detection, and the call completing rate is improved.",invention relates apibased antiharassment outbound method antiharassment outbound method comprises following step outbound unit initiate outbound request line provider unit sip protocol receiving request line provider unit call antiharassment outbound api stored outbound api unit detection detection passed outbound signaling forwarded continue call called party detection passed call ended call failure blacklist state code returned calling party according technical scheme provided invention line manufacturer receives call signaling forward call signaling antiharassment detection api called firstly detection passed call directly terminated blacklist state code returned calling party line resource line manufacturer prevented complained marked blacklisted detection call completing rate improved,-1
"A method for detecting abuse of zero-rated data includes monitoring usage patterns of a group of users for a particular data type, including zero-rated data usage by the group of users and setting a zero-rated data-usage threshold for the particular data type based at least in part on the monitored usage. The method also includes continuing to monitor the usage patterns of the group of users for the particular data type during a period of time, including the zero-rated data usage of the group of users. The method further includes determining whether a zero-rated data usage for the particular data type by a user in the group during the period of time satisfies the zero-rated threshold, and in response to determining that the zero-rated data usage by the user during the period of time satisfies the zero-rated threshold, flagging an account associated with the user as a potential abuser.",method detecting abuse zerorated data includes monitoring usage pattern group user particular data type including zerorated data usage group user setting zerorated datausage threshold particular data type based least part monitored usage method also includes continuing monitor usage pattern group user particular data type period time including zerorated data usage group user method includes determining whether zerorated data usage particular data type user group period time satisfies zerorated threshold response determining zerorated data usage user period time satisfies zerorated threshold flagging account associated user potential abuser,1
"A server-implemented technique can include obtaining external context parameters indicative of an external context of a video chat session, calculating an abuse score based on the external context parameters, the abuse score being indicative of a likelihood the video chat session is abusive, and comparing the abuse score to an abuse score threshold. When the abuse score exceeds an abuse score threshold, the server can transmit, to a reviewer computing device, a request for a human reviewer to review a recorded portion of the video chat session for abuse. When the reviewer computing device returns a response indicating that the human reviewer deemed the video chat session to be abusive, the server can modify a profile of a participant in the abusive video chat session to obtain a modified profile, and generate an output based on the modified profile.",serverimplemented technique include obtaining external context parameter indicative external context video chat session calculating abuse score based external context parameter abuse score indicative likelihood video chat session abusive comparing abuse score abuse score threshold abuse score exceeds abuse score threshold server transmit reviewer computing device request human reviewer review recorded portion video chat session abuse reviewer computing device return response indicating human reviewer deemed video chat session abusive server modify profile participant abusive video chat session obtain modified profile generate output based modified profile,-1
"The utility model relates to the technical field of radiation harassment detection, and discloses a transportable radiation harassment authentication testing device, which comprises a placement box and a tester, the tester is placed on the inner side of the placement box, and an adjusting mechanism is arranged below the placement box; the adjusting mechanism comprises a fixed block, a sliding piece, a corner piece, a threaded rod, a supporting column and a supporting plate. And fixing blocks are fixedly mounted at the four corners of the lower portion of the containing box correspondingly. According to the transportable radiation disturbance authentication testing device, a tester is moved to a designated position, then a clamping table is rotated, so that a supporting column can be supported, after completion, an operator pulls a connecting plate outwards, so that a sliding block slides on the inner side of a sliding groove, and after the connecting plate slides to the designated position, the supporting column is rotated, so that the supporting column is supported; therefore, the supporting column can rotate downwards on the outer side of the threaded rod, the height of the upper placing box can be adjusted, and the whole testing device can be conveniently placed.",utility model relates technical field radiation harassment detection discloses transportable radiation harassment authentication testing device comprises placement box tester tester placed inner side placement box adjusting mechanism arranged placement box adjusting mechanism comprises fixed block sliding piece corner piece threaded rod supporting column supporting plate fixing block fixedly mounted four corner lower portion containing box correspondingly according transportable radiation disturbance authentication testing device tester moved designated position clamping table rotated supporting column supported completion operator pull connecting plate outwards sliding block slide inner side sliding groove connecting plate slide designated position supporting column rotated supporting column supported therefore supporting column rotate downwards outer side threaded rod height upper placing box adjusted whole testing device conveniently placed,-1
"Provided is an autonomous deep learning-based abuse detection system using surveillance camera images, which includes: a clip generation unit which generates a video clip by considering the preset number of frames, the preset frame interval, and the preset frame start interval in a photographed image; a violence detection unit which detects violence in the video clip using a preset deep learning model; a face detection unit which detects a face image from the video clip in which violence is detected; and a mosaic generation unit which performs mosaic image processing on the face image detected in the face detection unit.",provided autonomous deep learningbased abuse detection system using surveillance camera image includes clip generation unit generates video clip considering preset number frame preset frame interval preset frame start interval photographed image violence detection unit detects violence video clip using preset deep learning model face detection unit detects face image video clip violence detected mosaic generation unit performs mosaic image processing face image detected face detection unit,-1
"The subject of the invention is the recognition of a user's emotional state and supporting their mood, particularly when experiencing loneliness. A specific goal is to help the user obtain sufficient interaction with relatives and friends when their mood is slipping into a concerning area. The objective is also that the connection is automatically opened to exactly the right person who can best help the user return to a safe and healthy mood and mental state. As an alternative to making contact, for example, when a suitable contact person is not reachable, providing the user with music, games, podcasts, videos, or other mood interventions appropriate to the emotional state is also targeted. These objectives are achieved through a system built into a smartwatch (101) and smartphone (121) that measures, recognizes, and monitors the user's vitality (107) and emotional state (127) throughout the day, and opens a communication link (140) or a mood intervention suitable for the situation when set conditions are met.",subject invention recognition user emotional state supporting mood particularly experiencing loneliness specific goal help user obtain sufficient interaction relative friend mood slipping concerning area objective also connection automatically opened exactly right person best help user return safe healthy mood mental state alternative making contact example suitable contact person reachable providing user music game podcasts video mood intervention appropriate emotional state also targeted objective achieved system built smartwatch smartphone measure recognizes monitor user vitality emotional state throughout day open communication link mood intervention suitable situation set condition met,-1
"The interactive learning system comprises the following interconnected modules: 1. ""Load distribution"" 2. “Network Security” 3. ""Server"" 4. ""User interface"" 5. ""Server applications"" 6. ""Artificial Intelligence"" 7. ""Machine learning"" 8. “Format Conversion” The communication part of the system is designed via the client-server model, and the latter is upgraded with various algorithms and capabilities in order to optimize and improve the connection, which in turn facilitates the learning process. The teacher creates a virtual classroom and allows a certain number of students to the class session. Everyone (both teacher and students) sees on their screen a virtual ""whiteboard"" which occupies most of the screen. You can write, draw, start presentations, video and audio clips or pre-designed lessons on the board. These functionalities can be indefinitely extended and upgraded. The developed ""Whiteboard"", which is the central part of the learning process, is specially created in a way that resembles the interface of popular drawing applications in order to look and function in a way familiar to students. The specially developed algorithms with the use of Artificial Intelligence and Machine Learning monitor both the learning process and the self-preparation of students, as based on the submitted tests create a personal profile of each learner. Aggregated reports on different characteristics of a student, group of students, subjects and topics are also created. The reports and profiles are available to teachers and management bodies so that they can quickly track the processes and results. The system has the ability to warn of various events (e.g .poor results of a student, class, teacher, the so-called ""hate speech"" and so forth. The system has developed options for a chat, audio connection, file exchange, ""drawing"" on the virtual board by students, etc., however only upon authorization by the teacher.",interactive learning system comprises following interconnected module load distribution network security server user interface server application artificial intelligence machine learning format conversion communication part system designed via clientserver model latter upgraded various algorithm capability order optimize improve connection turn facilitates learning process teacher creates virtual classroom allows certain number student class session everyone teacher student see screen virtual whiteboard occupies screen write draw start presentation video audio clip predesigned lesson board functionality indefinitely extended upgraded developed whiteboard central part learning process specially created way resembles interface popular drawing application order look function way familiar student specially developed algorithm use artificial intelligence machine learning monitor learning process selfpreparation student based submitted test create personal profile learner aggregated report different characteristic student group student subject topic also created report profile available teacher management body quickly track process result system ability warn various event poor result student class teacher socalled hate speech forth system developed option chat audio connection file exchange drawing virtual board student etc however upon authorization teacher,-1
"A pedestrian terminal transmits a message including pedestrian information to a roadside machine. In a case where the message transmitted from the pedestrian terminal is received, the roadside machine accumulates the pedestrian information included in the message as passage history information, detects occurrence of an abnormal event for a person possessing the pedestrian terminal based on the passage history information, and transmits the message including information indicating that the abnormal event occurs for the person possessing the pedestrian terminal to a nearby pedestrian terminal.",pedestrian terminal transmits message including pedestrian information roadside machine case message transmitted pedestrian terminal received roadside machine accumulates pedestrian information included message passage history information detects occurrence abnormal event person possessing pedestrian terminal based passage history information transmits message including information indicating abnormal event occurs person possessing pedestrian terminal nearby pedestrian terminal,-1
"The invention provides a method and system for protecting virtual machine safety under virtual platform network isolation. The method comprises the steps: obtaining an online threat information list,and forming a threat information library; after receiving a process collection instruction issued by the QGA monitoring module, the virtual machine collects current running process information of thevirtual machine through the qemu-ga module to form a process list, calculates a hash value of each process file in the process list, and returns the hash value to the QGA monitoring module; checking whether the hash value exists in the threat intelligence library or not, If yes, adding the process information into a virtual machine vulnerability information table; and the safety management centergives an alarm prompt according to the virtual machine vulnerability information table. Under the condition of network isolation, the data interaction between the virtualization management platform and the virtual machine is formed through the QGA monitoring module and the qemu-ga module, the safety management of the virtualization management platform on the virtual machine is realized, and the information safety of the virtual machine is ensured.",invention provides method system protecting virtual machine safety virtual platform network isolation method comprises step obtaining online threat information listand forming threat information library receiving process collection instruction issued qga monitoring module virtual machine collect current running process information thevirtual machine qemuga module form process list calculates hash value process file process list return hash value qga monitoring module checking whether hash value exists threat intelligence library yes adding process information virtual machine vulnerability information table safety management centergives alarm prompt according virtual machine vulnerability information table condition network isolation data interaction virtualization management platform virtual machine formed qga monitoring module qemuga module safety management virtualization management platform virtual machine realized information safety virtual machine ensured,2
A treatment service mediation server includes a metaverse space providing unit configured to provide a metaverse space for the cognitive and social treatment service to a device of the child with developmental disabilities and a device of a therapist; a data collection unit configured to collect life-logging data including user data and cognitive and social response data of the child with developmental disabilities; a mental state estimation unit configured to estimate a mental state of the child with developmental disabilities from the life-logging data through an artificial intelligence model; a treatment service providing unit configured to provide the cognitive and social treatment service of the child with developmental disabilities to the device of the child with developmental disabilities based on the estimated mental state of the child with developmental disabilities; and a treatment result providing unit configured to provide a treatment result report on the cognitive and social treatment service.,treatment service mediation server includes metaverse space providing unit configured provide metaverse space cognitive social treatment service device child developmental disability device therapist data collection unit configured collect lifelogging data including user data cognitive social response data child developmental disability mental state estimation unit configured estimate mental state child developmental disability lifelogging data artificial intelligence model treatment service providing unit configured provide cognitive social treatment service child developmental disability device child developmental disability based estimated mental state child developmental disability treatment result providing unit configured provide treatment result report cognitive social treatment service,-1
"The disclosure provides methods and systems for interactive video content delivery. An example method comprises receiving a video content such as live television or video streaming. The method can run one or more machine-learning classifiers on video frames of the video content to create classification metadata corresponding to the machine-learning classifiers and one or more probability scores associated with the classification metadata. Furthermore, the method can create one or more interaction triggers based on a set of predetermined rules and optionally user profiles. The method can determine that a condition for triggering at least one of the triggers is met and triggers at least one of the actions with regard to the video content based on the determination, the classification metadata, and the probability scores. For example, the action can deliver additional information, present recommendations, automatically edit the video content, or control delivery of video content.",disclosure provides method system interactive video content delivery example method comprises receiving video content live television video streaming method run one machinelearning classifier video frame video content create classification metadata corresponding machinelearning classifier one probability score associated classification metadata furthermore method create one interaction trigger based set predetermined rule optionally user profile method determine condition triggering least one trigger met trigger least one action regard video content based determination classification metadata probability score example action deliver additional information present recommendation automatically edit video content control delivery video content,0
"A processor of a detection server coupled to a telephony network may be configured to detect a call event that is currently ongoing. The processor may be configured to analyze call data associated with the call event to determine that a call triggering the call event will cause an inefficiency on the telephony network in response to standard handling of the call by the telephony network. The processor may be configured to cause the telephony network to handle the call in a non-standard manner, thereby preventing the inefficiency.",processor detection server coupled telephony network may configured detect call event currently ongoing processor may configured analyze call data associated call event determine call triggering call event cause inefficiency telephony network response standard handling call telephony network processor may configured cause telephony network handle call nonstandard manner thereby preventing inefficiency,-1
"Various embodiments described in the invention relate to equipment abuse detection using machine learning. In this aspect, the system compares accelerometer data of electronic equipment to a plurality of defined accelerometer thresholds to identify a primary abuse event category associated with the electronic equipment. In response to identifying the primary abuse event category, the system generates a first prediction for a secondary abuse event category associated with the electronic equipment based on machine learning techniques associated with inertial data of the electronic equipment, image data generated by the electronic equipment, and audio data captured by the electronic equipment. Furthermore, the system transmits the inertial data, the image data, and the audio data to web server equipment associated with the machine learning service to facilitate generation of a second prediction for the secondary abuse event category based on the inertial data, the image data, and the audio data.",various embodiment described invention relate equipment abuse detection using machine learning aspect system compare accelerometer data electronic equipment plurality defined accelerometer threshold identify primary abuse event category associated electronic equipment response identifying primary abuse event category system generates first prediction secondary abuse event category associated electronic equipment based machine learning technique associated inertial data electronic equipment image data generated electronic equipment audio data captured electronic equipment furthermore system transmits inertial data image data audio data web server equipment associated machine learning service facilitate generation second prediction secondary abuse event category based inertial data image data audio data,1
"A wearable physiological monitoring system comprises commercially available off-the shelf components. With the growth of interrelated systems of computing devices, mechanical and digital machines, objects, animals or people connected by the Internet, there is a significant interest in the use of wearable sensors such as cell watches, and cell phones. These wearable sensors may be used to monitor physiological signals and provide health information. An edge-intelligent Internet based wearable assists in substance-abuse detection by monitoring and interpreting an individual's physiological signals on continuous basis. The wearable device helps in monitoring cravings and substance abuse of the individual and help the healthcare provider to start an early intervention as required. The proposed system is developed as a dedicated substance abuse wearable system. An example of a wearable device is a medical quality wearable which yielded a correlation of 0.89 for accelerometer measurements and 0.92 for average heart rate measurements in tests.",wearable physiological monitoring system comprises commercially available offthe shelf component growth interrelated system computing device mechanical digital machine object animal people connected internet significant interest use wearable sensor cell watch cell phone wearable sensor may used monitor physiological signal provide health information edgeintelligent internet based wearable assist substanceabuse detection monitoring interpreting individual physiological signal continuous basis wearable device help monitoring craving substance abuse individual help healthcare provider start early intervention required proposed system developed dedicated substance abuse wearable system example wearable device medical quality wearable yielded correlation accelerometer measurement average heart rate measurement test,-1
"Presented are a method, system, and apparatus for determining whether an electronically submitted medical claim has a high likelihood of being fraud, waste, and/or abuse in medical billing. A computing device receives the electronic medical claim containing a subject patient identifier identifying a subject patient. A plurality of subject patient characteristic datapoints are accessed with the subject patient identifier and the datapoints segmented. Event codes regarding each patient are accessed to generate one or more event sequences. The event sequences are grouped according to a particular event followed by one or more related events and analyzed to calculate a probability the related events following the particular event. The event sequences are analyzed again and a probability calculated of the particular event following the related events. Other steps may be utilized, and the submitted medical claim dishonored if it has a high likelihood of being fraud, waste, and/or abuse.",presented method system apparatus determining whether electronically submitted medical claim high likelihood fraud waste andor abuse medical billing computing device receives electronic medical claim containing subject patient identifier identifying subject patient plurality subject patient characteristic datapoints accessed subject patient identifier datapoints segmented event code regarding patient accessed generate one event sequence event sequence grouped according particular event followed one related event analyzed calculate probability related event following particular event event sequence analyzed probability calculated particular event following related event step may utilized submitted medical claim dishonored high likelihood fraud waste andor abuse,2
"A wearable physiological monitoring system comprises commercially available off-the shelf components. With the growth of interrelated systems of computing devices, mechanical and digital machines, objects, animals or people connected by the Internet, there is a significant interest in the use of wearable sensors such as cell watches, and smart phones. These wearable sensors may be used to monitor physiological signals and provide health information. An edge-intelligent Internet based wearable assists in substance-abuse detection by monitoring and interpreting an individual's physiological signals on continuous basis. The wearable device helps in monitoring cravings and substance abuse of the individual and help the healthcare provider to start an early intervention as required. The proposed system is developed as a dedicated substance abuse wearable system. An example of a wearable device is a medical quality wearable which yielded a correlation of 0.89 for accelerometer measurements and 0.92 for average heart rate measurements in tests.",wearable physiological monitoring system comprises commercially available offthe shelf component growth interrelated system computing device mechanical digital machine object animal people connected internet significant interest use wearable sensor cell watch smart phone wearable sensor may used monitor physiological signal provide health information edgeintelligent internet based wearable assist substanceabuse detection monitoring interpreting individual physiological signal continuous basis wearable device help monitoring craving substance abuse individual help healthcare provider start early intervention required proposed system developed dedicated substance abuse wearable system example wearable device medical quality wearable yielded correlation accelerometer measurement average heart rate measurement test,1
"The invention discloses an ultra-short wave threat signal sensing method based on support vector data description. The method mainly comprises a signal acquisition module, a time-frequency analysis module, a data dimension reduction module, a support vector data description model training module, an online threat sensing module and the like. The method mainly comprises the following steps: acquiring our signals in a space by using a radio frequency board card; performing time-frequency analysis on the baseband complex signal according to a short-time Fourier transform theory to generate a time-frequency spectrogram, and constructing a our signal time-frequency spectrogram database; converting the time-frequency spectrogram into a low-dimensional feature vector according to an image preprocessing technology and a principal component analysis theory; and training a support vector data description model to construct a minimum hypersphere capable of including all target samples, determining our signal by the samples falling into the hypersphere, and determining the samples located outside the hypersphere as potential threat signals. According to the method, the support vector data description model of the non-threat signals is constructed only by utilizing a signal database of our party, so that the problem of opening sets of the threat signals is effectively solved.",invention discloses ultrashort wave threat signal sensing method based support vector data description method mainly comprises signal acquisition module timefrequency analysis module data dimension reduction module support vector data description model training module online threat sensing module like method mainly comprises following step acquiring signal space using radio frequency board card performing timefrequency analysis baseband complex signal according shorttime fourier transform theory generate timefrequency spectrogram constructing signal timefrequency spectrogram database converting timefrequency spectrogram lowdimensional feature vector according image preprocessing technology principal component analysis theory training support vector data description model construct minimum hypersphere capable including target sample determining signal sample falling hypersphere determining sample located outside hypersphere potential threat signal according method support vector data description model nonthreat signal constructed utilizing signal database party problem opening set threat signal effectively solved,-1
"A system (10) for input risk identification within an artificial intelligence responsible governance platform is disclosed The system includes a processing subsystem (50) hosted on a server (60), the system enables bidirectional communications among multiple modules. The core component, a neural network with attention based AI risk classification module (70), employs various submodules including privacy, financial, health, intellectual property, technology, and confidential information, each meticulously trained and configured. Leveraging advanced machine learning techniques, such as natural language processing, pattern recognition, and contextual analysis, these submodules identify and categorize risks within user input or information flows. The annotation module (140) ensures clarity by annotating identified risks, while the feedback module (150) collects user insights for continuous improvement. The output module (160) communicates risk classification data to downstream risk mitigation modules, offering a comprehensive solution for managing and mitigating diverse risks associated with artificial intelligence interactions in accordance with organizational policies and regulatory requirements.",system input risk identification within artificial intelligence responsible governance platform disclosed system includes processing subsystem hosted server system enables bidirectional communication among multiple module core component neural network attention based risk classification module employ various submodules including privacy financial health intellectual property technology confidential information meticulously trained configured leveraging advanced machine learning technique natural language processing pattern recognition contextual analysis submodules identify categorize risk within user input information flow annotation module ensures clarity annotating identified risk feedback module collect user insight continuous improvement output module communicates risk classification data downstream risk mitigation module offering comprehensive solution managing mitigating diverse risk associated artificial intelligence interaction accordance organizational policy regulatory requirement,2
Techniques for presenting information indicating infrastructure security and compliance of services of a customer cloud environment to a customer-facing dashboard are disclosed. The information presented to the customer-facing dashboard is a subset of information available to operators associated with a cloud service provider (CSP). A tier-one dashboard service obtains information indicating infrastructure security and compliance of services in the customer cloud infrastructure environment. The tier-one dashboard service presents the information indicating infrastructure security and compliance to CSP operators on a CSP-facing dashboard. The CSP-facing dashboard is not accessible by customer operators. A tier-two dashboard service obtains the infrastructure security and compliance information from the tier-one dashboard service and filters the infrastructure security information to create a subset of information indicating the security and compliance of the services. The subset of infrastructure security and compliance information is presented to operators associated with a customer of the CSP on a customer-facing dashboard.,technique presenting information indicating infrastructure security compliance service customer cloud environment customerfacing dashboard disclosed information presented customerfacing dashboard subset information available operator associated cloud service provider csp tierone dashboard service obtains information indicating infrastructure security compliance service customer cloud infrastructure environment tierone dashboard service present information indicating infrastructure security compliance csp operator cspfacing dashboard cspfacing dashboard accessible customer operator tiertwo dashboard service obtains infrastructure security compliance information tierone dashboard service filter infrastructure security information create subset information indicating security compliance service subset infrastructure security compliance information presented operator associated customer csp customerfacing dashboard,2
"The invention discloses a Servlet interceptor-based security protection method, which is characterized by comprising the following steps of: constructing an interceptor; the configuration server side obtains an object accessing the context information; accumulatively calculating and comparing abuse detection index items; generating a decryption key based on the user name and the access time and returning the decryption key to the browser side; comparing the unforbidden key input by the user with the unforbidden key in the interceptor; intercepting and acquiring different types of request data by each interceptor, and executing blacklist and whitelist verification; and calling a component of an attack detection method preset in the interceptor, and detecting whether attack data exists in the user input data and the system output data. The effects of identifying different levels of security problems, executing different degrees of monitoring processing, realizing graded prevention and control, reducing manual monitoring and processing of vulnerability problems, and more importantly, improving the coverage of security prevention and control, and finally improving the prevention and control efficiency are achieved.",invention discloses servlet interceptorbased security protection method characterized comprising following step constructing interceptor configuration server side obtains object accessing context information accumulatively calculating comparing abuse detection index item generating decryption key based user name access time returning decryption key browser side comparing unforbidden key input user unforbidden key interceptor intercepting acquiring different type request data interceptor executing blacklist whitelist verification calling component attack detection method preset interceptor detecting whether attack data exists user input data system output data effect identifying different level security problem executing different degree monitoring processing realizing graded prevention control reducing manual monitoring processing vulnerability problem importantly improving coverage security prevention control finally improving prevention control efficiency achieved,2
"The present invention relates to a device and method for detecting an abuser of an advertisement compensating system and a recording medium for performing the same. More specifically, the device and method detect a computer terminal (hereinafter referred to as ″Abuser″) disguised as a mobile terminal by an emulator by utilizing a motion sensor configured only in a mobile terminal and prevent fraudulent accumulation of reward according to use of advertisement service through a mobile application installed on the emulator. The device comprises: a communication unit; and a server control unit.",present invention relates device method detecting abuser advertisement compensating system recording medium performing specifically device method detect computer terminal hereinafter referred abuser disguised mobile terminal emulator utilizing motion sensor configured mobile terminal prevent fraudulent accumulation reward according use advertisement service mobile application installed emulator device comprises communication unit server control unit,1
"In an embodiment, a computer-implemented method detects a network or application abuse to a service provider environment. In the method, data is collected describing incoming requests from plurality of different external source addresses to the service provider environment. The collected data is used to compare the incoming requests against a heuristic. When the incoming requests are determined to match the heuristic, the requests, having the plurality of different external source addresses, are from a common abuse entity. Finally, the collected data is evaluated to determine that the common abuse entity is a potential network abuser of the service provider environment.",embodiment computerimplemented method detects network application abuse service provider environment method data collected describing incoming request plurality different external source address service provider environment collected data used compare incoming request heuristic incoming request determined match heuristic request plurality different external source address common abuse entity finally collected data evaluated determine common abuse entity potential network abuser service provider environment,1
"A vehicle interior occupant protection system includes a table disposed in a vehicle interior cabin; the at least two seats are arranged in the circumferential direction of the table; the safety air bag assemblies are arranged in one-to-one correspondence with the seats and comprise inner-layer air bags, outer-layer air bags and connecting pieces, the inner-layer air bags are connected to the table and can inflate the seats from the table, at least part of the inner-layer air bags extend towards the adjacent seats when the inner-layer air bags are inflated, and the outer-layer air bags are connected to the outer sides of the inner-layer air bags through the connecting pieces; the outer-layer air bag can be inflated to the seat from the connecting piece, in actual use, the outer-layer air bag is inflated to the direction of the seat, protection of the air bags is targeted, abuse of air bag protection is avoided, whether the inner-layer air bag is inflated or not can be selected according to the collision condition, only one air bag can be independently replaced in subsequent replacement, and the cost is reduced. And the use and replacement cost of the air bag is effectively reduced.",vehicle interior occupant protection system includes table disposed vehicle interior cabin least two seat arranged circumferential direction table safety air bag assembly arranged onetoone correspondence seat comprise innerlayer air bag outerlayer air bag connecting piece innerlayer air bag connected table inflate seat table least part innerlayer air bag extend towards adjacent seat innerlayer air bag inflated outerlayer air bag connected outer side innerlayer air bag connecting piece outerlayer air bag inflated seat connecting piece actual use outerlayer air bag inflated direction seat protection air bag targeted abuse air bag protection avoided whether innerlayer air bag inflated selected according collision condition one air bag independently replaced subsequent replacement cost reduced use replacement cost air bag effectively reduced,-1
